		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air	Temp	Temp	Temp	Hum	Hum		Soil 1	Soil 2	Soil 3	Soil 4	Soil 	Soil 	Soil 	Soil 	Leaf	Leaf	Leaf 	Leaf 	Wind	Wind	ISS 	Arc.
01/19/22	7:00 p	9.9	10.3	9.9	48	-0.6	20.9	SE	10.46	37.0	SE	6.6	9.3	5.9	---	1008.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.175	0.000	10.4	43	-1.7	9.6	8.42	1.2330	---	---	---	---	---	0.13	---	---	---	---	---	---	---	---	---	---	---	---	698	1	100.0	30
01/19/22	7:30 p	10.1	10.1	9.9	48	-0.4	19.3	SE	9.66	40.2	ESE	6.9	9.4	6.2	---	1008.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.171	0.000	10.3	44	-1.4	9.5	8.54	1.2329	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
01/19/22	8:00 p	9.9	10.1	9.9	46	-1.2	27.4	SE	13.68	46.7	SE	5.8	9.2	5.1	---	1008.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.176	0.000	10.3	44	-1.4	9.5	8.54	1.2329	---	---	---	---	---	0.13	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
01/19/22	8:30 p	9.4	9.9	9.4	43	-2.6	24.1	SE	12.07	43.5	SE	5.6	8.6	4.8	---	1008.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.186	0.000	10.3	44	-1.4	9.5	8.54	1.2329	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	700	1	100.0	30
01/19/22	9:00 p	9.5	9.5	9.2	40	-3.5	32.2	SE	16.09	53.1	ESE	4.9	8.7	4.1	---	1008.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.184	0.000	10.3	44	-1.4	9.5	8.54	1.2328	---	---	---	---	---	0.15	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
01/19/22	9:30 p	8.6	9.6	8.6	50	-1.2	33.8	SSE	16.90	54.7	SE	3.8	7.9	3.1	---	1008.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.203	0.000	10.3	44	-1.4	9.5	8.54	1.2336	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
01/19/22	10:00 p	8.5	9.0	8.5	49	-1.6	37.0	SE	18.51	57.9	SSE	3.4	7.8	2.7	---	1008.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.205	0.000	10.3	44	-1.4	9.5	8.54	1.2331	---	---	---	---	---	0.18	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
01/19/22	10:30 p	8.4	8.6	8.4	53	-0.6	29.0	SE	14.48	43.5	SE	3.9	7.8	3.3	---	1008.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.206	0.000	10.3	44	-1.5	9.5	8.54	1.2331	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
01/19/22	11:00 p	8.8	8.8	8.3	52	-0.5	32.2	SE	16.09	48.3	SE	4.1	8.2	3.5	---	1008.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.199	0.000	10.3	44	-1.4	9.5	8.54	1.2327	---	---	---	---	---	0.13	---	---	---	---	---	---	---	---	---	---	---	---	701	1	100.0	30
01/19/22	11:30 p	8.8	8.9	8.8	50	-1.0	30.6	SSE	15.29	49.9	SSE	4.3	8.2	3.6	---	1008.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.198	0.000	10.3	44	-1.4	9.5	8.54	1.2329	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	693	1	100.0	30
01/20/22	12:00 a	8.6	8.9	8.6	52	-0.8	25.7	SSE	12.87	40.2	SE	4.4	7.9	3.8	---	1008.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.204	0.000	10.3	44	-1.4	9.5	8.54	1.2327	---	---	---	---	---	0.13	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
01/20/22	12:30 a	8.8	8.8	8.6	55	0.2	19.3	SSE	9.66	29.0	S	5.4	8.2	4.9	---	1007.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.199	0.000	10.3	44	-1.4	9.5	8.54	1.2325	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
01/20/22	1:00 a	8.2	8.8	8.2	60	0.9	19.3	SSE	9.66	29.0	SSE	4.7	7.7	4.3	---	1007.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.212	0.000	10.4	44	-1.4	9.6	8.54	1.2322	---	---	---	---	---	0.10	---	---	---	---	---	---	---	---	---	---	---	---	700	1	100.0	30
01/20/22	1:30 a	7.7	8.2	7.7	60	0.4	12.9	S	6.44	22.5	SSE	5.4	7.3	4.9	---	1008.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.221	0.000	10.4	44	-1.4	9.6	8.54	1.2328	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
01/20/22	2:00 a	7.8	8.1	7.7	66	1.9	4.8	SSW	2.41	11.3	SSW	7.4	7.4	7.0	---	1008.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.219	0.000	10.4	45	-1.0	9.6	8.74	1.2322	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	700	1	100.0	30
01/20/22	2:30 a	8.3	8.3	7.8	74	3.9	4.8	SSW	2.41	14.5	WNW	7.9	8.1	7.7	---	1008.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.209	0.000	10.4	45	-1.0	9.6	8.74	1.2329	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
01/20/22	3:00 a	7.4	8.3	7.4	78	3.8	17.7	WNW	8.85	32.2	WNW	4.1	7.2	3.9	---	1008.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.228	0.000	10.3	45	-1.1	9.6	8.74	1.2333	---	---	---	---	---	0.03	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
01/20/22	3:30 a	6.9	7.4	6.8	78	3.3	16.1	WNW	8.05	32.2	NW	3.8	6.7	3.6	---	1008.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.238	0.000	10.3	46	-0.8	9.6	8.85	1.2334	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	698	1	100.0	30
01/20/22	4:00 a	6.5	6.9	6.5	78	2.9	17.7	WNW	8.85	29.0	NW	3.1	6.3	2.9	---	1009.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.247	0.000	10.3	46	-0.8	9.6	8.85	1.2338	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
01/20/22	4:30 a	6.4	6.5	6.3	76	2.5	17.7	WNW	8.85	33.8	WNW	2.9	6.2	2.7	---	1009.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.249	0.000	10.3	47	-0.5	9.6	9.04	1.2337	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	693	1	100.0	30
01/20/22	5:00 a	6.2	6.4	6.2	73	1.7	17.7	W	8.85	32.2	W	2.7	5.9	2.4	---	1009.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.252	0.000	10.3	47	-0.5	9.6	9.04	1.2343	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
01/20/22	5:30 a	5.8	6.3	5.8	74	1.6	17.7	W	8.85	29.0	W	2.3	5.6	2.1	---	1010.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.260	0.000	10.3	47	-0.6	9.6	9.04	1.2354	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	695	1	100.0	30
01/20/22	6:00 a	5.6	5.9	5.6	74	1.3	17.7	W	8.85	30.6	W	2.0	5.4	1.8	---	1011.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.265	0.000	10.3	47	-0.6	9.6	9.04	1.2362	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	702	1	100.0	30
01/20/22	6:30 a	4.9	5.6	4.9	75	0.9	14.5	W	7.24	25.7	W	1.8	4.7	1.6	---	1011.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.279	0.000	10.3	47	-0.6	9.6	9.04	1.2368	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
01/20/22	7:00 a	4.3	4.9	4.3	76	0.4	17.7	W	8.85	30.6	W	0.5	4.1	0.3	---	1012.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.293	0.000	10.3	47	-0.6	9.6	9.04	1.2374	---	---	---	---	---	0.03	---	---	---	---	---	---	---	---	---	---	---	---	702	1	100.0	30
01/20/22	7:30 a	4.3	4.5	4.3	73	-0.1	20.9	W	10.46	35.4	W	0.1	4.0	-0.2	---	1013.1	0.00	0.0	10	0.43	35	0.0	0.00	0.0	0.293	0.000	10.3	47	-0.6	9.6	9.04	1.2387	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	693	1	100.0	30
01/20/22	8:00 a	4.2	4.3	4.2	73	-0.2	20.9	W	10.46	38.6	W	-0.1	3.9	-0.3	---	1013.6	0.00	0.0	44	1.89	95	0.0	0.00	0.0	0.295	0.000	10.2	47	-0.6	9.5	9.04	1.2396	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
01/20/22	8:30 a	4.3	4.3	4.2	70	-0.7	20.9	W	10.46	37.0	W	0.1	3.9	-0.3	---	1014.0	0.00	0.0	147	6.32	193	0.0	0.00	0.0	0.293	0.000	10.2	47	-0.6	9.5	9.04	1.2401	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	702	1	100.0	30
01/20/22	9:00 a	4.7	4.7	4.3	68	-0.7	24.1	W	12.07	38.6	W	0.2	4.4	-0.1	---	1014.5	0.00	0.0	233	10.02	272	0.0	0.00	0.0	0.284	0.000	10.2	46	-0.9	9.4	8.85	1.2407	---	---	---	---	---	0.13	---	---	---	---	---	---	---	---	---	---	---	---	692	1	100.0	30
01/20/22	9:30 a	5.3	5.3	4.7	63	-1.2	25.7	W	12.87	45.1	W	0.7	4.9	0.3	---	1014.8	0.00	0.0	312	13.42	348	0.2	0.04	0.5	0.272	0.000	10.2	46	-0.9	9.4	8.85	1.2411	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	701	1	100.0	30
01/20/22	10:00 a	5.9	5.9	5.3	57	-1.9	30.6	W	15.29	45.1	W	1.0	5.4	0.5	---	1015.0	0.00	0.0	386	16.60	418	0.6	0.13	0.7	0.258	0.000	10.2	46	-1.0	9.4	8.85	1.2416	---	---	---	---	---	0.23	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
01/20/22	10:30 a	5.9	6.2	5.8	46	-4.9	30.6	W	15.29	49.9	W	0.9	5.2	0.3	---	1015.2	0.00	0.0	448	19.27	478	0.8	0.17	0.9	0.259	0.000	10.2	45	-1.3	9.4	8.74	1.2421	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	702	1	100.0	30
01/20/22	11:00 a	6.4	6.4	5.8	41	-5.9	32.2	W	16.09	51.5	W	1.4	5.7	0.7	---	1015.4	0.00	0.0	498	21.42	526	1.0	0.21	1.1	0.248	0.000	10.2	44	-1.6	9.4	8.54	1.2425	---	---	---	---	---	0.33	---	---	---	---	---	---	---	---	---	---	---	---	695	1	100.0	30
01/20/22	11:30 a	6.9	6.9	6.4	37	-6.8	32.2	W	16.09	49.9	W	1.9	6.1	1.1	---	1015.3	0.00	0.0	536	23.05	548	1.2	0.26	1.3	0.238	0.000	10.2	44	-1.5	9.4	8.54	1.2421	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
01/20/22	12:00 p	7.4	7.6	6.9	32	-8.2	33.8	W	16.90	59.5	W	2.4	6.5	1.5	---	1015.1	0.00	0.0	557	23.95	570	1.3	0.28	1.3	0.227	0.000	10.2	43	-1.9	9.4	8.44	1.2423	---	---	---	---	---	0.43	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
01/20/22	12:30 p	7.8	7.8	7.3	32	-7.9	33.8	W	16.90	54.7	W	2.9	6.9	1.9	---	1014.8	0.00	0.0	563	24.21	571	1.3	0.28	1.3	0.219	0.000	10.2	42	-2.1	9.4	8.24	1.2418	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
01/20/22	1:00 p	8.1	8.2	7.6	31	-8.1	32.2	W	16.09	57.9	W	3.2	7.1	2.2	---	1014.9	0.00	0.0	556	23.91	570	1.3	0.28	1.3	0.214	0.000	10.2	41	-2.5	9.4	8.13	1.2420	---	---	---	---	---	0.46	---	---	---	---	---	---	---	---	---	---	---	---	702	1	100.0	30
01/20/22	1:30 p	8.6	8.6	7.9	31	-7.6	30.6	W	15.29	49.9	WNW	3.9	7.6	2.9	---	1014.9	0.00	0.0	525	22.58	559	1.1	0.24	1.2	0.204	0.000	10.2	41	-2.5	9.4	8.13	1.2421	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	695	1	100.0	30
01/20/22	2:00 p	8.6	8.7	8.2	27	-9.4	32.2	W	16.09	51.5	WNW	3.9	7.6	2.8	---	1014.9	0.00	0.0	429	18.45	503	0.7	0.15	1.0	0.203	0.000	10.2	40	-2.8	9.3	7.94	1.2422	---	---	---	---	---	0.43	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
01/20/22	2:30 p	8.8	8.9	8.4	27	-9.2	33.8	W	16.90	61.2	W	3.9	7.7	2.8	---	1014.7	0.00	0.0	350	15.05	399	0.3	0.06	0.6	0.199	0.000	10.2	40	-2.8	9.3	7.94	1.2419	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
01/20/22	3:00 p	8.7	9.1	8.7	27	-9.3	33.8	W	16.90	59.5	W	3.8	7.6	2.8	---	1014.9	0.00	0.0	277	11.91	316	0.0	0.00	0.0	0.201	0.000	10.2	39	-3.1	9.3	7.83	1.2424	---	---	---	---	---	0.38	---	---	---	---	---	---	---	---	---	---	---	---	695	1	100.0	30
01/20/22	3:30 p	8.4	8.7	8.4	30	-8.2	32.2	WNW	16.09	53.1	W	3.6	7.4	2.6	---	1015.4	0.00	0.0	164	7.05	229	0.0	0.00	0.0	0.207	0.000	10.2	38	-3.5	9.3	7.64	1.2434	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	701	1	100.0	30
01/20/22	4:00 p	7.9	8.4	7.9	31	-8.2	30.6	WNW	15.29	53.1	WNW	3.3	6.9	2.3	---	1016.0	0.00	0.0	70	3.01	88	0.0	0.00	0.0	0.216	0.000	10.2	38	-3.5	9.3	7.64	1.2441	---	---	---	---	---	0.25	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
01/20/22	4:30 p	7.8	8.1	7.8	30	-8.7	27.4	W	13.68	45.1	WNW	3.4	6.8	2.4	---	1016.2	0.00	0.0	41	1.76	69	0.0	0.00	0.0	0.219	0.000	10.1	38	-3.6	9.2	7.64	1.2447	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	700	1	100.0	30
01/20/22	5:00 p	7.8	7.9	7.8	29	-9.2	29.0	WNW	14.48	51.5	WNW	3.2	6.8	2.2	---	1016.4	0.00	0.0	20	0.86	33	0.0	0.00	0.0	0.220	0.000	10.1	38	-3.6	9.2	7.64	1.2448	---	---	---	---	---	0.20	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
01/20/22	5:30 p	7.6	7.8	7.6	30	-8.9	22.5	WNW	11.27	40.2	WNW	3.6	6.6	2.6	---	1016.8	0.00	0.0	5	0.22	11	0.0	0.00	0.0	0.225	0.000	10.1	38	-3.6	9.2	7.65	1.2457	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
01/20/22	6:00 p	7.2	7.6	7.2	31	-8.9	20.9	W	10.46	32.2	WNW	3.4	6.2	2.4	---	1017.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.233	0.000	10.0	39	-3.3	9.2	7.85	1.2461	---	---	---	---	---	0.15	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
01/20/22	6:30 p	6.8	7.2	6.8	31	-9.2	17.7	W	8.85	30.6	W	3.3	5.8	2.4	---	1017.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.241	0.000	10.1	39	-3.3	9.2	7.85	1.2465	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
01/20/22	7:00 p	6.3	6.8	6.3	33	-8.8	17.7	W	8.85	30.6	W	2.8	5.4	1.9	---	1017.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.250	0.000	10.0	39	-3.3	9.2	7.85	1.2471	---	---	---	---	---	0.13	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
01/20/22	7:30 p	5.9	6.3	5.9	36	-8.1	14.5	W	7.24	22.5	W	2.9	5.1	2.1	---	1018.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.259	0.000	10.0	39	-3.3	9.2	7.85	1.2478	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	695	1	100.0	30
01/20/22	8:00 p	5.6	5.9	5.6	37	-8.0	14.5	W	7.24	22.5	W	2.6	4.8	1.7	---	1018.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.265	0.000	10.0	39	-3.3	9.2	7.85	1.2481	---	---	---	---	---	0.10	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
01/20/22	8:30 p	5.2	5.6	5.2	38	-8.0	11.3	W	5.63	16.1	W	2.6	4.4	1.8	---	1019.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.274	0.000	10.0	39	-3.3	9.2	7.85	1.2487	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	698	1	100.0	30
01/20/22	9:00 p	4.6	5.2	4.6	40	-7.9	9.7	W	4.83	16.1	W	2.3	3.9	1.6	---	1019.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.286	0.000	10.0	40	-3.0	9.2	7.95	1.2493	---	---	---	---	---	0.08	---	---	---	---	---	---	---	---	---	---	---	---	692	1	100.0	30
01/20/22	9:30 p	3.6	4.6	3.6	43	-7.8	6.4	WSW	3.22	12.9	WSW	2.0	2.9	1.3	---	1020.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.307	0.000	10.0	40	-3.0	9.2	7.95	1.2496	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	700	1	100.0	30
01/20/22	10:00 p	2.6	3.6	2.6	46	-7.9	6.4	WSW	3.22	12.9	WSW	0.8	1.9	0.2	---	1020.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.329	0.000	10.0	40	-3.0	9.2	7.95	1.2499	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	693	1	100.0	30
01/20/22	10:30 p	2.1	2.6	2.1	48	-7.8	6.4	WSW	3.22	12.9	WSW	0.3	1.6	-0.3	---	1020.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.338	0.000	10.0	40	-3.0	9.2	7.95	1.2504	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
01/20/22	11:00 p	3.2	3.2	2.1	44	-7.9	12.9	W	6.44	20.9	W	-0.1	2.6	-0.7	---	1020.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.316	0.000	9.9	41	-2.7	9.1	8.15	1.2502	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
01/20/22	11:30 p	3.1	3.3	2.6	45	-7.7	14.5	W	7.24	22.5	W	-0.6	2.4	-1.2	---	1020.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.318	0.000	9.9	41	-2.7	9.1	8.15	1.2503	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	701	1	100.0	30
01/21/22	12:00 a	2.7	3.1	2.7	46	-7.8	16.1	W	8.05	24.1	W	-1.3	2.1	-1.9	---	1020.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.326	0.000	9.9	40	-3.1	9.1	7.95	1.2509	---	---	---	---	---	0.08	---	---	---	---	---	---	---	---	---	---	---	---	688	1	100.0	30
01/21/22	12:30 a	2.2	2.7	2.2	47	-7.9	14.5	W	7.24	22.5	W	-1.6	1.6	-2.2	---	1021.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.336	0.000	9.8	40	-3.2	9.0	7.95	1.2516	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	701	1	100.0	30
01/21/22	1:00 a	1.6	2.3	1.6	50	-7.8	16.1	W	8.05	22.5	W	-2.7	1.1	-3.2	---	1021.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.350	0.000	9.8	40	-3.2	8.9	7.95	1.2521	---	---	---	---	---	0.08	---	---	---	---	---	---	---	---	---	---	---	---	702	1	100.0	30
01/21/22	1:30 a	1.2	1.6	1.2	51	-7.8	12.9	W	6.44	19.3	W	-2.5	0.7	-3.0	---	1021.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.356	0.000	9.8	40	-3.2	8.9	7.95	1.2523	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	691	1	100.0	30
01/21/22	2:00 a	0.9	1.3	0.9	53	-7.6	12.9	WNW	6.44	20.9	WNW	-2.9	0.4	-3.3	---	1021.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.363	0.000	9.7	40	-3.3	8.9	7.95	1.2529	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	692	1	100.0	30
01/21/22	2:30 a	0.3	0.9	0.3	53	-8.2	11.3	W	5.63	19.3	W	-3.3	-0.2	-3.7	---	1021.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.376	0.000	9.7	40	-3.3	8.9	7.95	1.2533	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	701	1	100.0	30
01/21/22	3:00 a	0.4	0.4	0.2	53	-8.1	14.5	W	7.24	25.7	W	-3.8	-0.1	-4.3	---	1022.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.374	0.000	9.7	40	-3.3	8.8	7.95	1.2536	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	701	1	100.0	30
01/21/22	3:30 a	0.2	0.4	0.2	54	-8.1	19.3	WNW	9.66	27.4	WNW	-4.9	-0.3	-5.3	---	1022.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.378	0.000	9.6	40	-3.4	8.8	7.95	1.2539	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	702	1	100.0	30
01/21/22	4:00 a	0.1	0.2	-0.1	55	-7.9	16.1	WNW	8.05	24.1	WNW	-4.5	-0.4	-4.9	---	1022.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.381	0.000	9.6	40	-3.4	8.7	7.95	1.2543	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	688	1	100.0	30
01/21/22	4:30 a	-0.1	0.1	-0.1	56	-7.8	14.5	WNW	7.24	22.5	WNW	-4.4	-0.6	-4.9	---	1022.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.384	0.000	9.5	40	-3.5	8.7	7.95	1.2546	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	692	1	100.0	30
01/21/22	5:00 a	-0.6	-0.1	-0.6	57	-8.0	12.9	WNW	6.44	20.9	WNW	-4.7	-1.0	-5.1	---	1022.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.394	0.000	9.4	39	-3.8	8.6	7.85	1.2553	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	701	1	100.0	30
01/21/22	5:30 a	-1.1	-0.5	-1.1	59	-8.1	9.7	WNW	4.83	16.1	WNW	-4.4	-1.4	-4.8	---	1022.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.404	0.000	9.4	40	-3.5	8.6	7.95	1.2555	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
01/21/22	6:00 a	-1.4	-1.1	-1.6	60	-8.2	6.4	W	3.22	16.1	W	-3.8	-1.8	-4.2	---	1023.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.411	0.000	9.4	40	-3.5	8.6	7.95	1.2559	---	---	---	---	---	0.03	---	---	---	---	---	---	---	---	---	---	---	---	701	1	100.0	30
01/21/22	6:30 a	-1.0	-0.9	-1.4	58	-8.2	6.4	WNW	3.22	12.9	WNW	-3.3	-1.4	-3.7	---	1023.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.403	0.000	9.4	40	-3.5	8.6	7.95	1.2559	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	702	1	100.0	30
01/21/22	7:00 a	-1.6	-0.9	-1.6	59	-8.5	8.0	WNW	4.02	16.1	W	-4.6	-1.9	-4.9	---	1023.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.414	0.000	9.4	40	-3.6	8.6	7.95	1.2566	---	---	---	---	---	0.03	---	---	---	---	---	---	---	---	---	---	---	---	701	1	100.0	30
01/21/22	7:30 a	-1.4	-1.4	-1.7	60	-8.2	6.4	W	3.22	12.9	W	-3.8	-1.8	-4.2	---	1024.0	0.00	0.0	10	0.43	23	0.0	0.00	0.0	0.411	0.000	9.3	40	-3.6	8.5	7.95	1.2577	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	701	1	100.0	30
01/21/22	8:00 a	-0.4	-0.4	-1.4	57	-7.9	9.7	WNW	4.83	19.3	WNW	-3.7	-0.9	-4.2	---	1024.3	0.00	0.0	59	2.54	100	0.0	0.00	0.0	0.391	0.000	9.3	40	-3.6	8.5	7.95	1.2580	---	---	---	---	---	0.03	---	---	---	---	---	---	---	---	---	---	---	---	689	1	100.0	30
01/21/22	8:30 a	0.0	0.0	-0.5	56	-7.7	8.0	W	4.02	14.5	W	-2.7	-0.4	-3.2	---	1024.5	0.00	0.0	150	6.45	197	0.0	0.00	0.0	0.382	0.000	9.3	40	-3.6	8.5	7.95	1.2583	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	693	1	100.0	30
01/21/22	9:00 a	0.7	0.7	0.0	53	-7.8	8.0	WNW	4.02	16.1	W	-1.9	0.3	-2.3	---	1024.4	0.00	0.0	238	10.24	276	0.0	0.00	0.0	0.367	0.000	9.3	41	-3.3	8.5	8.15	1.2580	---	---	---	---	---	0.10	---	---	---	---	---	---	---	---	---	---	---	---	701	1	100.0	30
01/21/22	9:30 a	1.7	1.8	0.7	50	-7.7	8.0	WNW	4.02	16.1	W	-0.8	1.2	-1.3	---	1024.7	0.00	0.0	312	13.42	348	0.2	0.04	0.5	0.347	0.000	9.3	41	-3.3	8.4	8.15	1.2587	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	695	1	100.0	30
